Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
1,MC Toledo Baez,TEXT SIMPLIFICATION IN A CASE STUDY WITH A TRANSLATION STUDENT WITH ASPERGER'S SYNDROME,2018.0,Current Trends in Translation …,"… PL 24-UNIONINKATU 40 B, 6TH …",,https://scholar.google.com/scholar?cites=6071871513553664034&as_sdt=2005&sciodt=2007&hl=en,341,2022-07-10 13:41,CITATION,,,,,,,,1,0.25,1,1,4.0,,,https://scholar.google.com/scholar?q=related:Ivgtr_ieQ1QJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
2,A Siddharthan,A survey of research on text simplification. ITL-International Journal of Applied Linguistics. Special Issue on Readability and Text Simplification,2014.0,,"Peeters Publishers, Belgium",,https://scholar.google.com/scholar?cites=3996737259472626916&as_sdt=2005&sciodt=2007&hl=en,342,2022-07-10 13:41,CITATION,,,,,,,,2,0.25,2,1,8.0,,,https://scholar.google.com/scholar?q=related:5CRvo1xDdzcJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
2,S Vajjala,Analyzing Text Complexity and Text Simplification: Connecting Linguistics,2015.0,Processing and Educational Applications,,,https://scholar.google.com/scholar?cites=13215637361960500504&as_sdt=2005&sciodt=2007&hl=en,343,2022-07-10 13:41,CITATION,,,,,,,,2,0.29,2,1,7.0,,,https://scholar.google.com/scholar?q=related:GD0JSClgZ7cJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
2,S Vajjala,"Analyzing text complexity and text simplification: Connecting linguistics processing and educational applications, University of Tübingen",2015.0,,Ph. D. thesis,,https://scholar.google.com/scholar?cites=7770061496747183173&as_sdt=2005&sciodt=2007&hl=en,344,2022-07-10 13:41,CITATION,,,,,,,,2,0.29,2,1,7.0,,,https://scholar.google.com/scholar?q=related:RUyOhMPN1GsJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
2,O Wandji Tchami,Acquiring verb frames for a text simplification lexicon in the medical domain,2016.0,In Proceedings of the 12th Terminology and …,,,https://scholar.google.com/scholar?cites=18194120038464841252&as_sdt=2005&sciodt=2007&hl=en,345,2022-07-10 13:41,CITATION,,,,,,,,2,0.33,2,1,6.0,,,https://scholar.google.com/scholar?q=related:JGaDRcd_fvwJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
2,"ESO Abend, A Rappoport",Simple and effective text simplification using semantic and neural methods,2018.0,arXiv preprint arXiv:1810.05104,,,https://scholar.google.com/scholar?cites=4169178455414545070&as_sdt=2005&sciodt=2007&hl=en,346,2022-07-10 13:41,CITATION,,,,,,,,2,0.5,1,2,4.0,,,https://scholar.google.com/scholar?q=related:rhoySLfl2zkJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
2,"T Wang, P Chen, K Amaral, J Qiang",An experimental study of lstm encoder-decoder model for text simplification (2016),2016.0,arXiv preprint arXiv:1609.03663,,,https://scholar.google.com/scholar?cites=18427491425148118971&as_sdt=2005&sciodt=2007&hl=en,347,2022-07-10 13:41,CITATION,,,,,,,,2,0.33,1,4,6.0,,,https://scholar.google.com/scholar?q=related:u6eCcdGZu_8J:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
2,E Lindqvist,Text simplification and keyphrase extraction for swedish,2019.0,MS thesis,Uppsala University,,https://scholar.google.com/scholar?cites=10074714941483693676&as_sdt=2005&sciodt=2007&hl=en,348,2022-07-10 13:41,CITATION,,,,,,,,2,0.67,2,1,3.0,,,https://scholar.google.com/scholar?q=related:bLZ0dNyT0IsJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
2,"W Xu, C Callison-Burch, C Napoles","Problems in current text simplification research: new data can help. TACL, 3: 283–297",2015.0,,,,https://scholar.google.com/scholar?cites=17437730919131938966&as_sdt=2005&sciodt=2007&hl=en,349,2022-07-10 13:41,CITATION,,,,,,,,2,0.29,1,3,7.0,,,https://scholar.google.com/scholar?q=related:loC0w-FD__EJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
2,"JC Ziegler, N Gala, A Brunel, M Combes",Text Simplification to increase Readability and facilitate Comprehension: a proof-of-concept pilot study,2015.0,Workshop Brain and Language Cargèse,,,https://scholar.google.com/scholar?cites=6036335761980708620&as_sdt=2005&sciodt=2007&hl=en,350,2022-07-10 13:41,CITATION,,,,,,,,2,0.29,1,4,7.0,,,https://scholar.google.com/scholar?q=related:DNfYxWRfxVMJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
2,H SAGGION,"Automatic Text Simplification, volume 32 de Synthesis Lectures on Human Language Technologies",2017.0,University of Toronto: Morgan & Claypool,,,https://scholar.google.com/scholar?cites=12081811302155235345&as_sdt=2005&sciodt=2007&hl=en,351,2022-07-10 13:41,CITATION,,,,,,,,2,0.4,2,1,5.0,,,
5,"L Sevens, V Vandeghinste, I Schuurman…",Less is more: A rule-based syntactic simplification module for improved text-to-pictograph translation,2018.0,Data & Knowledge …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0169023X17304974,https://scholar.google.com/scholar?cites=2977177959164380589&as_sdt=2005&sciodt=2007&hl=en,352,2022-07-10 13:41,,,,,,,,,5,1.25,1,4,4.0,"… , we developed a rule-based simplification system for Dutch Text-to-Pictograph translation. … Text simplification is the process of reducing the linguistic complexity of a text, while still …",,https://scholar.google.com/scholar?q=related:rYUdgZQPUSkJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
0,"J Ziegler, N Gala, A Brunel, M Combes",Text Simplification to increase Readability and facilitate Comprehension,,researchgate.net,,https://www.researchgate.net/profile/Nuria-Gala-2/publication/281060870_Text_Simplification_to_increase_Readability_and_facilitate_Comprehension_a_proof-of-concept_pilot_study/links/55d2e15b08ae0b8f3ef8f1d4/Text-Simplification-to-increase-Readability-and-facilitate-Comprehension-a-proof-of-concept-pilot-study.pdf,,353,2022-07-10 13:41,,,,,,,,,0,0.0,0,4,,"… The aim of the project is to develop assistive technologies for automatic text simplification (eg replace complex infrequent and long words with simpler ones, replace complex sentence …",,
0,O Kariuk,Unsupervised text simpliﬁcation using neural style transfer,2020.0,,er.ucu.edu.ua,http://www.er.ucu.edu.ua:8080/bitstream/handle/1/2045/Kariuk_Unsupervised%20Text%20Simplification.pdf?sequence=1&isAllowed=y,,354,2022-07-10 13:41,PDF,,,,,,,,0,0.0,0,1,2.0,"… parallel text corpora, the datasets in which every text piece is … learn to decompose a given text into vector representations of … learning to the problem of text simplification by using cross-…",http://www.er.ucu.edu.ua:8080/bitstream/handle/1/2045/Kariuk_Unsupervised%20Text%20Simplification.pdf?sequence=1&isAllowed=y,https://scholar.google.com/scholar?q=related:LY_hNPrKksYJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
1,"N Gala, JC Ziegler",Text Simplification to increase Readability and facilitate Comprehension: a proof-of-concept pilot study.,2015.0,Workshop Brain and Language Institute,hal.archives-ouvertes.fr,https://hal.archives-ouvertes.fr/hal-01779701/,https://scholar.google.com/scholar?cites=14585008740168630751&as_sdt=2005&sciodt=2007&hl=en,355,2022-07-10 13:41,CITATION,,,,,,,,1,0.14,1,2,7.0,Text Simplification to increase Readability and facilitate Comprehension: a proof-of-concept pilot study. - Archive ouverte HAL … Text Simplification to increase Readability and facilitate …,,https://scholar.google.com/scholar?q=related:3wG4qyxcaMoJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
1,"T Wang, P Chen, J Rochford, J Qiang",Text simplification using neural machine translation: association for the advancement of artificial intelligence (AAAI),2016.0,Thirtieth AAAI Conference on Artificial …,,,https://scholar.google.com/scholar?cites=17316933397487138296&as_sdt=2005&sciodt=2007&hl=en,356,2022-07-10 13:41,CITATION,,,,,,,,1,0.17,0,4,6.0,,,https://scholar.google.com/scholar?q=related:-LVRDC0bUvAJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
1,R Keskisдrkkд,Automatic text simplification via synonym replacement,2012.0,,,,https://scholar.google.com/scholar?cites=38960237063033675&as_sdt=2005&sciodt=2007&hl=en,357,2022-07-10 13:41,CITATION,,,,,,,,1,0.1,1,1,10.0,,,https://scholar.google.com/scholar?q=related:S9OBEiFqigAJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
1,S Klerke,Automatic text simplification in danish. sampling a restricted space of rewrites to optimize readability using lexical substitutions and dependency analyses,2012.0,,,,https://scholar.google.com/scholar?cites=11379306438406496921&as_sdt=2005&sciodt=2007&hl=en,358,2022-07-10 13:41,CITATION,,,,,,,,1,0.1,1,1,10.0,,,https://scholar.google.com/scholar?q=related:meKIY-pq650J:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
0,R Evans,Sentence Simplification for Text Processing,2020.0,,wlv.openrepository.com,https://wlv.openrepository.com/handle/2436/623377,,359,2022-07-10 13:41,,,,,,,,,0,0.0,0,1,2.0,"… The linguistic complexity of a text can adversely affect subsequent text processing. Text simplification is the process of reducing the linguistic complexity of a text, while retaining, as far …",https://wlv.openrepository.com/bitstream/handle/2436/623377/Evans_Phd_thesis.pdf?sequence=1,https://scholar.google.com/scholar?q=related:vR3PxzzyxcUJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
17,"B Drndarevic, H Saggion",Reducing text complexity through automatic lexical simplification: an empirical study for Spanish,2012.0,Procesamiento del lenguaje natural,journal.sepln.org,http://journal.sepln.org/sepln/ojs/ojs/index.php/pln/article/view/4555,https://scholar.google.com/scholar?cites=4046269471140954512&as_sdt=2005&sciodt=2007&hl=en,360,2022-07-10 13:41,,,,,,,,,17,1.7,9,2,10.0,"In this paper we present the result of a study directed towards developing a lexical simplification module of an automatic simplification system for Spanish, intended for readers with …",http://journal.sepln.org/sepln/ojs/ojs/index.php/pln/article/download/4555/2721,https://scholar.google.com/scholar?q=related:kEHdXKU8JzgJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
0,"MJ Gasse-Grandjean, E Magnani, N Perreaux, C Rey",Towards Arabic Text Simplification System,,SUMMER SCHOOL OF …,,,,361,2022-07-10 13:41,CITATION,,,,,,,,0,0.0,0,4,,,,https://scholar.google.com/scholar?q=related:PbHs2FTijTIJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
0,A Siddharthan,Is Automatic Text Simplification Useful?,,,,,,362,2022-07-10 13:41,CITATION,,,,,,,,0,0.0,0,1,,,,https://scholar.google.com/scholar?q=related:6dRs7vZsgpQJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
0,"G Venugopal, D Pramod",A study of complex word identification and readability assessment approaches for Hindi text simplification,,,,,,363,2022-07-10 13:41,CITATION,,,,,,,,0,0.0,0,2,,,,https://scholar.google.com/scholar?q=related:5p3n_c_73uMJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
0,"C Jiang, M Maddela, W Lan, Y Zhong, W Xu",Neural CRF Sentence Alignment Model for Text Simplification,,,,,,364,2022-07-10 13:41,CITATION,,,,,,,,0,0.0,0,5,,,,https://scholar.google.com/scholar?q=related:Uyi286tVfeoJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
0,M Shardlow,TEXT SIMPLIFICATION AS ASSISTIVE TECHNOLOGY,,,,,,365,2022-07-10 13:41,CITATION,,,,,,,,0,0.0,0,1,,,,https://scholar.google.com/scholar?q=related:KcvnRoR6YrwJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
0,R Cardon,Various factors of the evaluation of text simplification,2021.0,,lilloa.univ-lille.fr,https://lilloa.univ-lille.fr/handle/20.500.12210/64039,,366,2022-07-10 13:41,CITATION,,,,,,,,0,0.0,0,1,1.0,Various factors of the evaluation of text simplification … Various factors of the evaluation of text ... … Various factors of the evaluation of text simplification …,,
0,M Shojaeizadeh,Text Simplification and Eye Tracking,2016.0,,aisel.aisnet.org,https://aisel.aisnet.org/amcis2016/TREO/Presentations/58/,,367,2022-07-10 13:41,CITATION,,,,,,,,0,0.0,0,1,6.0,"… intense fixation on the simplified text. This eye movement data, … data indicating that simplified text was more engaging to the … indicate that the benefits of text simplification may extend to …",,
0,L Familiar,Inter-Lingual Translation as Pedagogy: Arabic Text Simplification,2016.0,,nyuscholars.nyu.edu,https://nyuscholars.nyu.edu/en/publications/inter-lingual-translation-as-pedagogy-arabic-text-simplification,,368,2022-07-10 13:41,CITATION,,,,,,,,0,0.0,0,1,6.0,Inter-Lingual Translation as Pedagogy: Arabic Text Simplification — NYU Scholars … Inter-Lingual Translation as Pedagogy: Arabic Text Simplification … Inter-Lingual Translation as …,,
2,"CH Wu, M Torii, K Vijay-Shanker, CO Tudor…",iSimp: A sentence simplification system for biomedicail text,2012.0,Proceedings of the 2012 …,dl.acm.org,https://dl.acm.org/doi/abs/10.1109/BIBM.2012.6392671,https://scholar.google.com/scholar?cites=10663081965410269329&as_sdt=2005&sciodt=2007&hl=en,369,2022-07-10 13:41,,10.1109/BIBM.2012.6392671,,,,,,,2,0.2,0,5,10.0,"… Text mining applications using … text mining applications. In this work, we aim to simplify complex sentences in abstracts of biomedicai text so that they can be readily processed by text …",,https://scholar.google.com/scholar?q=related:kTgnV43g-pMJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
0,"H Somasekar, K Naveen",Semantic based neural model approach for text simplification,2018.0,International Journal of Engineering & Technology,,,,370,2022-07-10 13:41,CITATION,,,,,,,,0,0.0,0,2,4.0,,,https://scholar.google.com/scholar?q=related:UtkR7MaR9UcJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
0,"D NISHIHARA, T KAJIWARA, Y ARASE",Controllable Text Simplification with Lexical Constraint,2020.0,自然言語処理,jglobal.jst.go.jp,https://jglobal.jst.go.jp/en/detail?JGLOBAL_ID=202002210015394173,,371,2022-07-10 13:41,CITATION,,,,,,,,0,0.0,0,3,2.0,Controllable Text Simplification with Lexical Constraint | Article Information | J-GLOBAL … “Simple English Wikipedia: A New Text Simplification Task.” In Proceedings of the 49th Annual …,,
0,"G Leroy, BA Navarrete, S Colina, D Kauchak",Spanish Text Simplification Using Term Familiarity: Applying Principles from English Text Simplification.,2017.0,AMIA,,,,372,2022-07-10 13:41,CITATION,,,,,,,,0,0.0,0,4,5.0,,,
0,"D Revere, P Mukherjee, D Kauchak, G Leroy",Creating a Corpus Resource for Text Simplification R & D.,2017.0,AMIA,,,,373,2022-07-10 13:41,CITATION,,,,,,,,0,0.0,0,4,5.0,,,
0,I Temnikova,Text simplification in crisis management-Presenting Controlled Language for Crisis Management,2012.0,Communicator-the Journal of the Institute ofScientific …,,,,374,2022-07-10 13:41,CITATION,,,,,,,,0,0.0,0,1,10.0,,,
0,M Huenerfauth,Human-Computer Interaction and Automatic Text Simplification: Understanding the Perspective of Deaf and Hard of Hearing Users,2021.0,CTTS@ SEPLN,,,,375,2022-07-10 13:41,CITATION,,,,,,,,0,0.0,0,1,1.0,,,
0,"E Franzini, M Büchler",From Jane Austen's original Pride and Prejudice to a graded reader for L2 learners: a computational study of the processes of text simplification.,2017.0,DH,,,,376,2022-07-10 13:41,CITATION,,,,,,,,0,0.0,0,2,5.0,,,
0,X Wan,Automatic Text Simplification Horacio Saggion (Universitat Pompeu Fabra) Morgan & Claypool (Synthesis Lectures on Human Language Technologies …,2018.0,Comput. Linguistics,,,,377,2022-07-10 13:41,CITATION,,,,,,,,0,0.0,0,1,4.0,,,
0,E Lindqvist,Text Simpliﬁcation and Keyphrase Extraction for Swedish,2019.0,,diva-portal.org,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1323111,,378,2022-07-10 13:41,,,,,,,,,0,0.0,0,1,3.0,"… • In Chapter 2, we define the task of text simplification and give an overview of definitions … text simplification. In addition, we describe different evaluation methods for text simplification…",https://www.diva-portal.org/smash/get/diva2:1323111/FULLTEXT01.pdf,https://scholar.google.com/scholar?q=related:acnSqmRoCz8J:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
30,"TC Wiegers, AP Davis, CJ Mattingly",Web services-based text-mining demonstrates broad impacts for interoperability and process simplification,2014.0,Database,academic.oup.com,https://academic.oup.com/database/article/doi/10.1093/database/bau050/2634393?view=extract,https://scholar.google.com/scholar?cites=16843905015674862816&as_sdt=2005&sciodt=2007&hl=en,379,2022-07-10 13:41,HTML,10.1093/database/bau050/2634393,,,,,,,30,3.75,10,3,8.0,The Critical Assessment of Information Extraction systems in Biology (BioCreAtIvE) challenge evaluation tasks collectively represent a community-wide effort to evaluate a variety of text-…,https://academic.oup.com/database/article/doi/10.1093/database/bau050/2634393?view=extract,https://scholar.google.com/scholar?q=related:4Hy4cV6SwekJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
0,J Lindeberg,Simplification of Swedish Text by Monolingual Machine Translation,2018.0,,,,,380,2022-07-10 13:41,CITATION,,,,,,,,0,0.0,0,1,4.0,,,https://scholar.google.com/scholar?q=related:Hs3PA0S0OKkJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
3,"T Kato, R Miyata, S Sato",BERT-Based Simplification of Japanese Sentence-Ending Predicates in Descriptive Text,2020.0,… of the 13th International Conference on …,aclanthology.org,https://aclanthology.org/2020.inlg-1.31/,https://scholar.google.com/scholar?cites=18212068542068550836&as_sdt=2005&sciodt=2007&hl=en,381,2022-07-10 13:41,HTML,,,,,,,,3,1.5,1,3,2.0,"… Conventional lexical simplification methods, which replace difficult target words … simplification of such Japanese predicates. Given this situation, we propose a BERT-based simplification …",https://aclanthology.org/2020.inlg-1.31/,https://scholar.google.com/scholar?q=related:tOwP69hDvvwJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
7,"S Buell, PE Langdon, G Pounds…",An open randomized controlled trial of the effects of linguistic simplification and mediation on the comprehension of “easy read” text by people with intellectual …,2020.0,Journal of Applied …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/jar.12666,https://scholar.google.com/scholar?cites=4356619868596640255&as_sdt=2005&sciodt=2007&hl=en,382,2022-07-10 13:41,,10.1111/jar.12666,,,,,,,7,3.5,2,4,2.0,… Neither linguistic complexity of the text nor mediation independently or combined made a … significantly better than the group that had complex text with mediation. None of the other …,https://discovery.dundee.ac.uk/ws/files/40203288/SBuell_et_al._2019_The_Easy_Read_Task_JARID.pdf,https://scholar.google.com/scholar?q=related:_5kcKbDSdTwJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
1,"L Sevens, V Vandeghinste, I Schuurman…",Syntactic Simplification for Improved Text-to-Pictograph Translation,2017.0,Book of abstracts …,lirias.kuleuven.be,https://lirias.kuleuven.be/retrieve/496318,https://scholar.google.com/scholar?cites=14306192845856683475&as_sdt=2005&sciodt=2007&hl=en,383,2022-07-10 13:41,,,,,,,,,1,0.2,0,4,5.0,… The simplification module splits long and complex sentences into … simplification module using gold standard simplifications. The system does not apply any unnecessary simplification …,,https://scholar.google.com/scholar?q=related:07WFiZjOicYJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
1,I Gonzalez-Dios,Readability Assessment and Automatic Text Simplification. The Analysis of Basque Complex Structures,2017.0,… DEL LENGUAJE NATURAL,… LENGUAJE NATURAL-SEPLN …,,https://scholar.google.com/scholar?cites=6708983625007142829&as_sdt=2005&sciodt=2007&hl=en,384,2022-07-10 13:41,CITATION,,,,,,,,1,0.2,1,1,5.0,,,https://scholar.google.com/scholar?q=related:rZd2rA8ZG10J:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
0,Y Haralambous,Automatic Text Simplification,2017.0,,"… 45 RUE ULM, CEDEX 5, PARIS …",,,385,2022-07-10 13:41,CITATION,,,,,,,,0,0.0,0,1,5.0,,,
0,V QUADRICENTENARY,"… ,'Analytical Bibliography: Handmaid or Goddess?'FT Bowers,'Proposals for Reorganization and Simplification of Apparatus for a Critical Text.'This session continued …",,cambridge.org,,https://www.cambridge.org/core/journals/renaissance-news/article/ren-volume-3-issue-3-cover-and-back-matter/A11E4284AE2269DA198209533914F96E,,386,2022-07-10 13:41,,,,,,,,,0,0.0,0,1,,//static. cambridge. org/content/id/urn% 3Acambridge. org% 3Aid% 3Aarticle% 3AS0277903X00005028/resource/name/firstPage-S0277903X00005028a. jpg,,
0,R Parker,… text appeared until Barton (1923). coaplexities were greater in bankruptcy than in interest apart from its date. Wild's is paaphlet rather than'simplification'is to substitute …,2013.0,Accounting in Australia (RLE Accounting),taylorfrancis.com,https://www.taylorfrancis.com/chapters/edit/10.4324/9781315867519-174/aid-18808-onwards,,387,2022-07-10 13:41,,10.4324/9781315867519-174/aid-18808-onwards,,,,,,,0,0.0,0,1,9.0,"Of these works, Diaelow has not been examined but it is probably of little interest apart from its date. Wild's work is a paaphlet rather than a book. His' simplification'is to substitute one'…",,
1,SC Tirpude,An Approach to Single Document Text Summarization & Simplification,2014.0,IOSR Journal of Computer Engineering (IOSR-JCE),,,https://scholar.google.com/scholar?cites=10402400947300281507&as_sdt=2005&sciodt=2007&hl=en,388,2022-07-10 13:41,CITATION,,,,,,,,1,0.13,1,1,8.0,,,https://scholar.google.com/scholar?q=related:oywFG4zAXJAJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
0,"S Buell, PE Langdon, G Pounds…",The effects of linguistic simplification and mediation on the comprehension of adapted ('easy read') text by people with I/DDs: a randomised experiment,2016.0,… World Congress 2016,discovery.dundee.ac.uk,https://discovery.dundee.ac.uk/en/publications/the-effects-of-linguistic-simplification-and-mediation-on-the-com,,389,2022-07-10 13:41,CITATION,,,,,,,,0,0.0,0,4,6.0,The effects of linguistic simplification and mediation on the comprehension of adapted (‘easy read’) text by people with I/DDs: a randomised experiment — Discovery - the University of …,,
2,"S Buell, PE Langdon, K Bunning…",The effects of linguistic simplification and mediation on the comprehension of adapted ('easy read') text by people with intellectual disabilities: A …,2016.0,Journal of Intellectual …,kar.kent.ac.uk,https://kar.kent.ac.uk/57019/,https://scholar.google.com/scholar?cites=15097588227117122949&as_sdt=2005&sciodt=2007&hl=en,390,2022-07-10 13:41,CITATION,,,,,,,,2,0.33,1,4,6.0,… The effects of linguistic simplification and mediation on the comprehension of adapted (‘easy read’) text by people with intellectual disabilities: A randomised experiment … (The full text …,,https://scholar.google.com/scholar?q=related:hYVvioBohdEJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
8,US Department of Health and Human Services,HIPAA administrative simplification regulation text,2013.0,,,,https://scholar.google.com/scholar?cites=843906434670180347&as_sdt=2005&sciodt=2007&hl=en,391,2022-07-10 13:41,CITATION,,,,,,,,8,0.89,8,1,9.0,,,https://scholar.google.com/scholar?q=related:-7cuXm4otgsJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
2,CT Shubhangi,An approach to single document text summarization and simplification,2014.0,IOSR Journal of Computer Engineering,,,https://scholar.google.com/scholar?cites=3094863972548541431&as_sdt=2005&sciodt=2007&hl=en,392,2022-07-10 13:41,CITATION,,,,,,,,2,0.25,2,1,8.0,,,https://scholar.google.com/scholar?q=related:9_vov2Iq8yoJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
2,"Y Suematsu, S Matsuyoshi, A Utsumi",Recognizing textual entailment for Japanese legal text using lexical simplification and tuple-based matching and similarity features,2020.0,,COLIEE,,https://scholar.google.com/scholar?cites=13959183731001322215&as_sdt=2005&sciodt=2007&hl=en,393,2022-07-10 13:41,CITATION,,,,,,,,2,1.0,1,3,2.0,,,https://scholar.google.com/scholar?q=related:5-q--KT7uMEJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
2,S Bott,"eta Saggion H. Automatic Simplification of Spanish Text for E-accessibility. Computers Helping People with Special Needs, 527–534",2012.0,,Springer,,https://scholar.google.com/scholar?cites=5386864826284899278&as_sdt=2005&sciodt=2007&hl=en,394,2022-07-10 13:41,CITATION,,,,,,,,2,0.2,2,1,10.0,,,https://scholar.google.com/scholar?q=related:zvvBxwT9wUoJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
18,"B Drndarevic, S Štajner, H Saggion",Reporting simply: A lexical simplification strategy for enhancing text accessibility,2012.0,,madoc.bib.uni-mannheim.de,https://madoc.bib.uni-mannheim.de/41359,https://scholar.google.com/scholar?cites=6857943393205208094&as_sdt=2005&sciodt=2007&hl=en,395,2022-07-10 13:41,CITATION,,,,,,,,18,1.8,6,3,10.0,Reporting simply: A lexical simplification strategy for enhancing text accessibility - MADOC … Reporting simply: A lexical simplification strategy for enhancing text accessibility … Freie …,,https://scholar.google.com/scholar?q=related:HsS7YS5PLF8J:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
188,"J De Belder, MF Moens",Text simplification for children,2010.0,Prroceedings of the SIGIR workshop on …,lirias.kuleuven.be,https://lirias.kuleuven.be/1655494?limo=0,https://scholar.google.com/scholar?cites=7710609886990864784&as_sdt=2005&sciodt=2007&hl=en,5,2022-11-08 09:34:46,,,,,,,,,188,15.67,94,2,12.0,"The goal in this paper is to automatically transform text into a simpler text, so that it is easier to understand by children. We perform syntactic simplification, ie the splitting of sentences, …",https://lirias.kuleuven.be/retrieve/120012,https://scholar.google.com/scholar?q=related:kJG089aWAWsJ:scholar.google.com/&scioq=%22text+simplification%22&hl=en&as_sdt=2007&as_ylo=2000&as_yhi=2022
